country,countrycode,year,pop,urbanpop,urbanpopper,emission,emission1996,emissionpc,emissionpc1996,gdp,gdpmil,gdp1996,gdppc,gdppc1996,gdpgrowth,decoup,consume,eneuse,consumeep,consumeff,consumere,co2inten,epdtloss,manuperc,manuexp,polity,ETS,carbontax
Lithuania,LIT,1998,3549331.00 ,2381814.00 ,67.11 ,23.92 ,1.02 ,6.74 ,1.04 ,23637117966.00 ,23637.12 ,1.16 ,6659.60 ,1.18 ,7.47,1012.01 ,3844.74 ,2633.26 ,2825.88 ,59.25 ,12.93 ,1.73 ,8.86 ,17.90 ,61.39 ,10,0 ,0 
Lithuania,LIT,1999,3524238.00 ,2362861.00 ,67.05 ,21.19 ,0.90 ,6.01 ,0.92 ,23368921087.00 ,23368.92 ,1.15 ,6630.91 ,1.18 ,-1.13,906.67 ,4064.51 ,2259.66 ,2702.43 ,60.27 ,14.97 ,1.72 ,10.16 ,17.22 ,65.33 ,10,0 ,0 
Lithuania,LIT,2000,3499536.00 ,2344199.00 ,66.99 ,19.67 ,0.84 ,5.62 ,0.86 ,24264340357.00 ,24264.34 ,1.19 ,6933.59 ,1.23 ,3.83,810.70 ,4381.83 ,2037.62 ,2516.91 ,58.67 ,17.19 ,1.71 ,11.52 ,18.86 ,60.05 ,10,0 ,0 
Lithuania,LIT,2001,3470818.00 ,2322637.00 ,66.92 ,20.51 ,0.88 ,5.91 ,0.91 ,25847450471.00 ,25847.45 ,1.27 ,7447.08 ,1.32 ,6.52,793.50 ,4602.21 ,2384.74 ,2695.91 ,57.44 ,17.59 ,1.56 ,9.86 ,19.35 ,58.26 ,10,0 ,0 
Lithuania,LIT,2002,3443067.00 ,2300933.00 ,66.83 ,20.93 ,0.89 ,6.08 ,0.93 ,27594931858.00 ,27594.93 ,1.36 ,8014.64 ,1.42 ,6.76,758.33 ,4926.54 ,2574.35 ,2848.91 ,53.45 ,17.89 ,1.48 ,8.25 ,18.31 ,64.27 ,10,0 ,0 
Lithuania,LIT,2003,3415213.00 ,2279211.00 ,66.74 ,21.12 ,0.90 ,6.18 ,0.95 ,30503041626.00 ,30503.04 ,1.50 ,8931.52 ,1.58 ,10.54,692.49 ,5528.18 ,2709.25 ,3087.66 ,52.16 ,18.07 ,1.39 ,7.50 ,18.60 ,63.01 ,10,0 ,0 
Lithuania,LIT,2004,3377075.00 ,2250685.00 ,66.65 ,21.98 ,0.94 ,6.51 ,1.00 ,32501016178.00 ,32501.02 ,1.60 ,9624.01 ,1.71 ,6.55,676.16 ,6198.29 ,2779.20 ,3196.85 ,53.36 ,18.07 ,1.41 ,6.84 ,20.14 ,57.65 ,10,0 ,0 
Lithuania,LIT,2005,3322528.00 ,2213967.00 ,66.64 ,23.21 ,0.99 ,6.99 ,1.07 ,35012502276.00 ,35012.50 ,1.72 ,10537.91 ,1.87 ,7.73,662.85 ,7031.11 ,2662.80 ,3187.03 ,59.88 ,17.51 ,1.57 ,8.53 ,20.16 ,55.50 ,10,1 ,0 
Lithuania,LIT,2006,3269909.00 ,2181225.00 ,66.71 ,23.50 ,1.00 ,7.19 ,1.10 ,37605683774.00 ,37605.68 ,1.85 ,11500.53 ,2.04 ,7.41,624.91 ,7794.25 ,2666.01 ,3353.30 ,61.15 ,17.46 ,1.62 ,9.02 ,19.47 ,57.57 ,10,1 ,0 
Lithuania,LIT,2007,3231294.00 ,2157761.00 ,66.78 ,25.64 ,1.09 ,7.93 ,1.22 ,41775008782.00 ,41775.01 ,2.06 ,12928.26 ,2.29 ,11.09,613.69 ,8866.86 ,2927.24 ,3564.21 ,60.97 ,17.06 ,1.60 ,8.30 ,17.70 ,63.99 ,10,1 ,0 
Lithuania,LIT,2008,3198231.00 ,2137953.00 ,66.85 ,24.66 ,1.05 ,7.71 ,1.18 ,42872888581.00 ,42872.89 ,2.11 ,13405.19 ,2.38 ,2.63,575.07 ,9303.76 ,2975.91 ,3733.63 ,60.25 ,18.33 ,1.58 ,7.62 ,17.49 ,55.01 ,10,1 ,0 
Lithuania,LIT,2009,3162916.00 ,2114156.00 ,66.84 ,20.09 ,0.86 ,6.35 ,0.98 ,36521628848.00 ,36521.63 ,1.80 ,11546.82 ,2.05 ,-14.81,549.95 ,7775.23 ,2770.83 ,3622.29 ,55.37 ,20.09 ,1.43 ,6.62 ,16.73 ,54.91 ,10,1 ,0 
Lithuania,LIT,2010,3097282.00 ,2067653.00 ,66.76 ,20.93 ,0.89 ,6.76 ,1.04 ,37120517694.00 ,37120.52 ,1.83 ,11984.87 ,2.13 ,1.64,563.81 ,7673.67 ,2275.76 ,3470.79 ,74.30 ,21.46 ,1.91 ,19.80 ,18.77 ,53.92 ,10,1 ,0 
Lithuania,LIT,2011,3028115.00 ,2018905.00 ,66.67 ,21.51 ,0.92 ,7.10 ,1.09 ,39363759100.00 ,39363.76 ,1.94 ,12999.43 ,2.31 ,6.04,546.52 ,8209.90 ,2412.48 ,3529.92 ,73.88 ,22.74 ,1.89 ,20.54 ,20.37 ,53.04 ,10,1 ,0 
Lithuania,LIT,2012,2987773.00 ,1989976.00 ,66.60 ,21.42 ,0.91 ,7.17 ,1.10 ,40870192058.00 ,40870.19 ,2.01 ,13679.15 ,2.43 ,3.83,524.10 ,8578.24 ,2469.00 ,3607.70 ,72.89 ,23.92 ,1.88 ,19.50 ,20.67 ,52.20 ,10,1 ,0 
Lithuania,LIT,2013,2957689.00 ,1968460.00 ,66.55 ,20.16 ,0.86 ,6.82 ,1.05 ,42300068778.00 ,42300.07 ,2.08 ,14301.73 ,2.54 ,3.50,476.62 ,9039.27 ,2356.65 ,3663.67 ,70.02 ,26.34 ,1.81 ,20.69 ,19.42 ,52.92 ,10,1 ,0 
Lithuania,LIT,2014,2932367.00 ,1950669.00 ,66.52 ,20.11 ,0.86 ,6.86 ,1.05 ,43796470015.00 ,43796.47 ,2.16 ,14935.54 ,2.65 ,3.54,459.06 ,9478.98 ,2387.28 ,3821.15 ,67.99 ,27.71 ,1.83 ,21.98 ,19.19 ,57.90 ,10,1 ,0 
Netherlands,NLD,1996,15530498.00 ,11436659.00 ,73.64 ,250.82 ,1.00 ,16.15 ,1.00 ,615000000000.00 ,615416.06 ,1.00 ,39599.50 ,1.00 ,3.57,407.56 ,19039.88 ,5014.99 ,5905.99 ,95.52 ,1.29 ,2.39 ,5.02 ,16.58 ,62.86 ,10,0 ,0 
Netherlands,NLD,1997,15610650.00 ,11622597.00 ,74.45 ,243.78 ,0.97 ,15.62 ,0.97 ,642000000000.00 ,641878.13 ,1.04 ,41125.77 ,1.04 ,4.30,379.79 ,19697.96 ,4835.74 ,6066.24 ,95.53 ,1.51 ,2.36 ,5.15 ,16.08 ,71.04 ,10,0 ,0 
Netherlands,NLD,1998,15707209.00 ,11819675.00 ,75.25 ,244.27 ,0.97 ,15.55 ,0.96 ,671000000000.00 ,670925.78 ,1.09 ,42719.24 ,1.08 ,4.53,364.08 ,20686.48 ,4842.44 ,6257.89 ,95.04 ,1.57 ,2.35 ,5.09 ,15.92 ,70.42 ,10,0 ,0 
Netherlands,NLD,1999,15812088.00 ,12021931.00 ,76.03 ,231.53 ,0.92 ,14.64 ,0.91 ,705000000000.00 ,704818.90 ,1.15 ,44586.14 ,1.13 ,5.05,328.49 ,21754.20 ,4730.23 ,6349.32 ,94.07 ,1.65 ,2.32 ,5.49 ,15.46 ,70.35 ,10,0 ,0 
Netherlands,NLD,2000,15925513.00 ,12229998.00 ,76.80 ,229.68 ,0.92 ,14.42 ,0.89 ,735000000000.00 ,734694.50 ,1.19 ,46152.36 ,1.17 ,4.24,312.61 ,22407.19 ,4739.07 ,6507.11 ,93.90 ,1.75 ,2.30 ,5.49 ,15.25 ,58.74 ,10,0 ,0 
Netherlands,NLD,2001,16046180.00 ,12488742.00 ,77.83 ,229.64 ,0.92 ,14.31 ,0.89 ,750000000000.00 ,750301.35 ,1.22 ,46740.10 ,1.18 ,2.12,306.06 ,22700.69 ,4839.47 ,6599.27 ,94.14 ,1.78 ,2.28 ,5.39 ,14.89 ,55.13 ,10,0 ,0 
Netherlands,NLD,2002,16148929.00 ,12775902.00 ,79.11 ,227.96 ,0.91 ,14.12 ,0.87 ,751000000000.00 ,751078.89 ,1.22 ,46504.63 ,1.17 ,0.10,303.51 ,22813.01 ,4873.26 ,6641.74 ,94.11 ,1.93 ,2.31 ,5.32 ,14.20 ,55.40 ,10,0 ,0 
Netherlands,NLD,2003,16225302.00 ,13035570.00 ,80.34 ,228.00 ,0.91 ,14.05 ,0.87 ,753000000000.00 ,753211.37 ,1.22 ,46409.00 ,1.17 ,0.28,302.70 ,22654.84 ,5020.38 ,6695.72 ,94.19 ,1.92 ,2.24 ,5.34 ,13.83 ,60.55 ,10,0 ,0 
Netherlands,NLD,2004,16281779.00 ,13271929.00 ,81.51 ,229.85 ,0.92 ,14.12 ,0.87 ,769000000000.00 ,768506.88 ,1.25 ,47230.71 ,1.19 ,2.03,299.08 ,22707.83 ,5085.89 ,6882.97 ,94.06 ,2.24 ,2.23 ,5.30 ,14.02 ,62.01 ,10,0 ,0 
Netherlands,NLD,2005,16319868.00 ,13485107.00 ,82.63 ,225.36 ,0.90 ,13.81 ,0.86 ,785000000000.00 ,785109.44 ,1.28 ,48100.88 ,1.21 ,2.16,287.05 ,22849.47 ,4989.47 ,6912.37 ,93.10 ,2.77 ,2.23 ,5.41 ,14.08 ,61.02 ,10,1 ,0 
Netherlands,NLD,2006,16346101.00 ,13671225.00 ,83.64 ,220.53 ,0.88 ,13.49 ,0.84 ,813000000000.00 ,812734.60 ,1.32 ,49736.63 ,1.26 ,3.52,271.35 ,22734.14 ,4925.11 ,7025.83 ,92.72 ,3.15 ,2.23 ,5.51 ,13.62 ,59.90 ,10,1 ,0 
Netherlands,NLD,2007,16381696.00 ,13848922.00 ,84.54 ,219.71 ,0.88 ,13.41 ,0.83 ,843000000000.00 ,842793.37 ,1.37 ,51459.87 ,1.30 ,3.70,260.69 ,23111.08 ,4908.90 ,7157.38 ,92.71 ,3.72 ,2.20 ,5.25 ,13.67 ,60.62 ,10,1 ,0 
Netherlands,NLD,2008,16445593.00 ,14044865.00 ,85.40 ,219.27 ,0.87 ,13.33 ,0.83 ,857000000000.00 ,857112.94 ,1.39 ,52111.23 ,1.32 ,1.70,255.83 ,23230.43 ,4848.01 ,7173.05 ,92.31 ,3.97 ,2.22 ,5.06 ,12.94 ,55.45 ,10,1 ,0 
Netherlands,NLD,2009,16530388.00 ,14256137.00 ,86.24 ,212.85 ,0.85 ,12.88 ,0.80 ,825000000000.00 ,824820.49 ,1.34 ,49908.08 ,1.26 ,-3.77,258.05 ,22629.20 ,4722.11 ,6856.28 ,92.89 ,4.41 ,2.21 ,4.61 ,11.74 ,56.34 ,10,1 ,0 
Netherlands,NLD,2010,16615394.00 ,14465528.00 ,87.06 ,224.45 ,0.89 ,13.51 ,0.84 ,836000000000.00 ,836389.94 ,1.36 ,50314.79 ,1.27 ,1.40,268.36 ,22519.07 ,5025.32 ,7006.27 ,93.70 ,3.87 ,2.19 ,4.72 ,11.81 ,56.91 ,10,1 ,0 
Netherlands,NLD,2011,16693074.00 ,14662695.00 ,87.84 ,210.98 ,0.84 ,12.64 ,0.78 ,850000000000.00 ,850304.34 ,1.38 ,50919.32 ,1.29 ,1.66,248.12 ,22450.53 ,4636.70 ,7060.05 ,92.16 ,4.70 ,2.25 ,4.56 ,12.07 ,64.16 ,10,1 ,0 
Netherlands,NLD,2012,16754962.00 ,14840708.00 ,88.58 ,205.74 ,0.82 ,12.28 ,0.76 ,841000000000.00 ,841316.31 ,1.37 ,50194.09 ,1.27 ,-1.06,244.55 ,22109.59 ,4646.26 ,6876.59 ,91.27 ,4.96 ,2.19 ,5.03 ,11.83 ,58.19 ,10,1 ,0 
Netherlands,NLD,2013,16804432.00 ,15001484.00 ,89.27 ,206.14 ,0.82 ,12.27 ,0.76 ,840000000000.00 ,839714.95 ,1.36 ,49986.81 ,1.26 ,-0.19,245.49 ,21822.96 ,4600.18 ,6833.91 ,91.50 ,5.02 ,2.24 ,5.05 ,11.33 ,59.40 ,10,1 ,0 
Netherlands,NLD,2014,16865008.00 ,15163329.00 ,89.91 ,198.50 ,0.79 ,11.77 ,0.73 ,852000000000.00 ,851636.30 ,1.38 ,50518.80 ,1.28 ,1.42,233.08 ,21802.48 ,4325.52 ,6712.77 ,90.95 ,5.66 ,2.29 ,4.77 ,11.38 ,61.93 ,10,1 ,0 
Norway,NOR,1996,4381336.00 ,3243897.00 ,74.04 ,54.89 ,1.00 ,12.53 ,1.00 ,323000000000.00 ,322580.94 ,1.00 ,73721.81 ,1.00 ,5.03,170.16 ,25682.64 ,5202.05 ,23998.84 ,52.46 ,57.85 ,1.46 ,8.42 ,11.60 ,22.99 ,10,0 ,1 
Norway,NOR,1997,4405157.00 ,3273428.00 ,74.31 ,54.89 ,1.00 ,12.46 ,0.99 ,340000000000.00 ,339628.32 ,1.05 ,77182.27 ,1.05 ,5.28,161.62 ,26340.88 ,5475.19 ,24326.03 ,54.57 ,58.84 ,1.50 ,7.53 ,11.56 ,24.26 ,10,0 ,1 
Norway,NOR,1998,4431464.00 ,3295901.00 ,74.37 ,55.11 ,1.00 ,12.44 ,0.99 ,349000000000.00 ,348541.52 ,1.08 ,78755.01 ,1.07 ,2.62,158.11 ,26925.21 ,5684.79 ,25424.10 ,54.03 ,59.52 ,1.50 ,6.85 ,12.20 ,29.63 ,10,0 ,1 
Norway,NOR,1999,4461913.00 ,3350272.00 ,75.09 ,56.18 ,1.02 ,12.59 ,1.00 ,356000000000.00 ,355558.73 ,1.10 ,79786.41 ,1.08 ,2.01,157.99 ,27740.05 ,5913.30 ,25057.19 ,55.20 ,59.41 ,1.54 ,7.36 ,11.67 ,26.75 ,10,0 ,1 
Norway,NOR,2000,4490967.00 ,3416773.00 ,76.08 ,55.56 ,1.01 ,12.37 ,0.99 ,367000000000.00 ,366955.40 ,1.14 ,81719.59 ,1.11 ,3.21,151.41 ,28712.86 ,5826.08 ,24993.73 ,54.34 ,60.19 ,1.52 ,8.20 ,10.03 ,18.47 ,10,0 ,1 
Norway,NOR,2001,4513751.00 ,3455773.00 ,76.56 ,56.76 ,1.03 ,12.57 ,1.00 ,375000000000.00 ,374607.62 ,1.16 ,83079.46 ,1.13 ,2.09,151.51 ,29156.98 ,5954.04 ,25590.69 ,55.66 ,59.61 ,1.56 ,8.20 ,10.09 ,20.66 ,10,0 ,1 
Norway,NOR,2002,4538159.00 ,3494337.00 ,77.00 ,55.58 ,1.01 ,12.25 ,0.98 ,380000000000.00 ,379993.39 ,1.18 ,83734.40 ,1.14 ,1.44,146.27 ,29909.62 ,5501.12 ,24620.34 ,53.53 ,59.49 ,1.52 ,7.11 ,10.09 ,21.50 ,10,0 ,1 
Norway,NOR,2003,4564855.00 ,3525438.00 ,77.23 ,56.17 ,1.02 ,12.30 ,0.98 ,383000000000.00 ,383488.73 ,1.19 ,83901.90 ,1.14 ,0.92,146.47 ,30683.73 ,5933.22 ,23201.39 ,58.89 ,56.26 ,1.67 ,8.66 ,9.99 ,21.03 ,10,0 ,1 
Norway,NOR,2004,4591910.00 ,3548398.00 ,77.27 ,56.87 ,1.04 ,12.39 ,0.99 ,399000000000.00 ,398671.19 ,1.24 ,86891.95 ,1.18 ,3.96,142.65 ,32164.74 ,5769.33 ,24214.11 ,55.89 ,56.87 ,1.61 ,9.88 ,9.61 ,18.71 ,10,0 ,1 
Norway,NOR,2005,4623291.00 ,3582588.00 ,77.49 ,56.05 ,1.02 ,12.12 ,0.97 ,409000000000.00 ,409135.20 ,1.27 ,88465.12 ,1.20 ,2.62,137.00 ,33352.92 ,5802.72 ,25083.21 ,54.98 ,58.59 ,1.58 ,7.29 ,9.15 ,16.76 ,10,0 ,1 
Norway,NOR,2006,4660677.00 ,3630155.00 ,77.89 ,56.02 ,1.02 ,12.02 ,0.96 ,419000000000.00 ,418934.36 ,1.30 ,89901.10 ,1.22 ,2.40,133.72 ,34726.77 ,5833.77 ,24099.93 ,56.69 ,57.06 ,1.63 ,8.34 ,9.31 ,15.87 ,10,0 ,1 
Norway,NOR,2007,4709153.00 ,3684159.00 ,78.23 ,57.93 ,1.06 ,12.30 ,0.98 ,431000000000.00 ,431439.78 ,1.34 ,91523.89 ,1.24 ,2.99,134.27 ,36193.77 ,5862.22 ,24855.00 ,56.19 ,57.39 ,1.63 ,7.43 ,9.33 ,17.85 ,10,0 ,1 
Norway,NOR,2008,4768212.00 ,3744286.00 ,78.53 ,56.37 ,1.03 ,11.82 ,0.94 ,434000000000.00 ,433514.11 ,1.34 ,91019.44 ,1.23 ,0.48,130.03 ,36344.55 ,6752.71 ,24866.13 ,61.67 ,58.49 ,1.73 ,6.87 ,8.59 ,16.59 ,10,1 ,1 
Norway,NOR,2009,4828726.00 ,3805760.00 ,78.81 ,53.76 ,0.98 ,11.13 ,0.89 ,426000000000.00 ,426183.20 ,1.32 ,88222.03 ,1.20 ,-1.69,126.13 ,35899.29 ,6484.12 ,23859.71 ,63.11 ,56.77 ,1.77 ,5.79 ,8.22 ,21.04 ,10,1 ,1 
Norway,NOR,2010,4889252.00 ,3867496.00 ,79.10 ,56.50 ,1.03 ,11.56 ,0.92 ,429000000000.00 ,429130.95 ,1.33 ,87743.48 ,1.19 ,0.69,131.67 ,36788.61 ,6934.59 ,24890.92 ,63.04 ,56.42 ,1.77 ,7.70 ,8.07 ,18.19 ,10,1 ,1 
Norway,NOR,2011,4953088.00 ,3932009.00 ,79.39 ,55.39 ,1.01 ,11.18 ,0.89 ,433000000000.00 ,433301.83 ,1.34 ,87420.21 ,1.19 ,0.97,127.82 ,37167.52 ,5649.70 ,23510.38 ,57.32 ,56.53 ,1.62 ,6.42 ,7.54 ,15.27 ,10,1 ,1 
Norway,NOR,2012,5018573.00 ,3998046.00 ,79.66 ,55.20 ,1.01 ,11.00 ,0.88 ,445000000000.00 ,445094.68 ,1.38 ,88670.62 ,1.20 ,2.72,124.02 ,37956.46 ,5906.14 ,24070.99 ,57.81 ,58.28 ,1.68 ,6.20 ,7.37 ,14.91 ,10,1 ,1 
Norway,NOR,2013,5079623.00 ,4060600.00 ,79.94 ,55.05 ,1.00 ,10.84 ,0.86 ,450000000000.00 ,449743.20 ,1.39 ,88589.25 ,1.20 ,1.04,122.39 ,38556.05 ,6415.99 ,23806.88 ,61.84 ,57.73 ,1.78 ,6.02 ,7.38 ,16.23 ,10,1 ,1 
Norway,NOR,2014,5137232.00 ,4120471.00 ,80.21 ,54.96 ,1.00 ,10.70 ,0.85 ,459000000000.00 ,458626.16 ,1.42 ,89347.73 ,1.21 ,1.98,119.84 ,38920.47 ,5595.65 ,22999.93 ,57.97 ,57.20 ,1.66 ,6.06 ,7.60 ,17.44 ,10,1 ,1 
Poland,POL,1996,38624370.00 ,23768665.00 ,61.54 ,453.47 ,1.00 ,11.74 ,1.00 ,268000000000.00 ,267659.76 ,1.00 ,6938.62 ,1.00 ,6.06,1694.20 ,4349.22 ,2680.10 ,3159.04 ,95.90 ,5.87 ,3.44 ,12.77 ,19.79 ,74.23 ,9,0 ,1 
Poland,POL,1997,38649660.00 ,23801620.00 ,61.58 ,444.56 ,0.98 ,11.50 ,0.98 ,285000000000.00 ,284949.37 ,1.06 ,7373.93 ,1.06 ,6.46,1560.15 ,4665.37 ,2643.12 ,3206.24 ,95.90 ,5.98 ,3.42 ,11.84 ,20.07 ,72.94 ,9,0 ,1 
Poland,POL,1998,38663481.00 ,23827143.00 ,61.63 ,413.43 ,0.91 ,10.69 ,0.91 ,298000000000.00 ,298098.78 ,1.11 ,7707.53 ,1.11 ,4.61,1386.89 ,4890.48 ,2459.83 ,3206.59 ,96.11 ,6.54 ,3.42 ,10.89 ,19.79 ,77.20 ,9,0 ,1 
Poland,POL,1999,38660271.00 ,23842562.00 ,61.67 ,402.22 ,0.89 ,10.40 ,0.89 ,312000000000.00 ,311937.15 ,1.17 ,8070.30 ,1.16 ,4.64,1289.42 ,5160.48 ,2396.69 ,3171.76 ,96.32 ,6.41 ,3.41 ,10.41 ,19.03 ,76.87 ,9,0 ,1 
Poland,POL,2000,38258629.00 ,23611695.00 ,61.72 ,391.38 ,0.86 ,10.23 ,0.87 ,326000000000.00 ,326160.15 ,1.22 ,8520.95 ,1.23 ,4.56,1199.95 ,5364.79 ,2320.38 ,3256.18 ,96.22 ,6.93 ,3.37 ,9.94 ,18.16 ,80.19 ,9,0 ,1 
Poland,POL,2001,38248076.00 ,23622394.00 ,61.76 ,390.37 ,0.86 ,10.21 ,0.87 ,330000000000.00 ,330230.65 ,1.23 ,8627.88 ,1.24 ,1.25,1182.12 ,5473.89 ,2336.45 ,3260.03 ,95.98 ,7.29 ,3.37 ,9.88 ,16.43 ,80.81 ,9,0 ,1 
Poland,POL,2002,38230364.00 ,23621395.00 ,61.79 ,380.42 ,0.84 ,9.95 ,0.85 ,337000000000.00 ,336972.65 ,1.26 ,8814.98 ,1.27 ,2.04,1128.93 ,5691.83 ,2314.20 ,3208.39 ,95.87 ,7.49 ,3.33 ,10.11 ,16.29 ,82.06 ,10,0 ,1 
Poland,POL,2003,38204570.00 ,23563051.00 ,61.68 ,394.29 ,0.87 ,10.32 ,0.88 ,349000000000.00 ,348977.20 ,1.30 ,9135.03 ,1.32 ,3.56,1129.84 ,5786.05 ,2375.01 ,3324.47 ,96.25 ,7.29 ,3.33 ,9.64 ,17.67 ,82.44 ,10,0 ,1 
Poland,POL,2004,38182222.00 ,23506503.00 ,61.56 ,399.16 ,0.88 ,10.45 ,0.89 ,367000000000.00 ,366899.45 ,1.37 ,9611.80 ,1.39 ,5.14,1087.94 ,6035.36 ,2383.06 ,3416.12 ,95.98 ,7.31 ,3.35 ,9.46 ,18.72 ,80.80 ,10,0 ,1 
Poland,POL,2005,38165445.00 ,23453429.00 ,61.45 ,399.84 ,0.88 ,10.48 ,0.89 ,380000000000.00 ,379717.66 ,1.42 ,9956.65 ,1.43 ,3.49,1052.98 ,6145.23 ,2414.16 ,3437.32 ,95.99 ,7.21 ,3.28 ,9.37 ,18.35 ,78.11 ,10,1 ,1 
Poland,POL,2006,38141267.00 ,23396235.00 ,61.34 ,414.49 ,0.91 ,10.87 ,0.93 ,403000000000.00 ,403182.71 ,1.51 ,10565.98 ,1.52 ,6.18,1028.05 ,6444.30 ,2536.98 ,3584.96 ,95.82 ,7.18 ,3.30 ,8.72 ,18.79 ,78.70 ,10,1 ,1 
Poland,POL,2007,38120560.00 ,23340838.00 ,61.23 ,415.02 ,0.92 ,10.89 ,0.93 ,432000000000.00 ,431545.82 ,1.61 ,11332.47 ,1.63 ,7.03,961.70 ,6812.06 ,2527.41 ,3661.65 ,95.21 ,7.28 ,3.26 ,9.08 ,18.92 ,79.99 ,10,1 ,1 
Poland,POL,2008,38125759.00 ,23300939.00 ,61.12 ,407.88 ,0.90 ,10.70 ,0.91 ,450000000000.00 ,449885.27 ,1.68 ,11803.04 ,1.70 ,4.25,906.62 ,7271.21 ,2564.78 ,3725.75 ,94.11 ,8.01 ,3.22 ,8.14 ,18.65 ,79.64 ,10,1 ,1 
Poland,POL,2009,38151603.00 ,23274004.00 ,61.00 ,389.94 ,0.86 ,10.22 ,0.87 ,463000000000.00 ,462573.20 ,1.73 ,12135.79 ,1.75 ,2.82,842.99 ,7527.04 ,2466.52 ,3590.83 ,93.15 ,8.84 ,3.16 ,8.29 ,18.50 ,79.51 ,10,1 ,1 
Poland,POL,2010,38042794.00 ,23165018.00 ,60.89 ,408.42 ,0.90 ,10.74 ,0.91 ,479000000000.00 ,479257.88 ,1.79 ,12591.08 ,1.81 ,3.61,852.19 ,7755.89 ,2640.24 ,3797.09 ,92.45 ,9.49 ,3.15 ,7.54 ,17.68 ,79.11 ,10,1 ,1 
Poland,POL,2011,38063255.00 ,23134846.00 ,60.78 ,407.83 ,0.90 ,10.71 ,0.91 ,503000000000.00 ,503303.38 ,1.88 ,13214.84 ,1.90 ,5.02,810.30 ,7995.81 ,2653.40 ,3879.54 ,92.12 ,10.44 ,3.14 ,6.52 ,18.10 ,78.04 ,10,1 ,1 
Poland,POL,2012,38063164.00 ,23099773.00 ,60.69 ,400.59 ,0.88 ,10.52 ,0.90 ,511000000000.00 ,511396.03 ,1.91 ,13425.05 ,1.93 ,1.61,783.33 ,8055.67 ,2566.57 ,3899.18 ,90.98 ,10.92 ,3.07 ,6.73 ,18.44 ,76.84 ,10,1 ,1 
Poland,POL,2013,38040196.00 ,23058826.00 ,60.62 ,397.05 ,0.88 ,10.44 ,0.89 ,519000000000.00 ,518514.11 ,1.94 ,13643.46 ,1.97 ,1.39,765.75 ,8086.70 ,2565.67 ,3938.26 ,91.15 ,11.41 ,3.10 ,6.25 ,17.91 ,76.85 ,10,1 ,1 
Poland,POL,2014,38011735.00 ,23022948.00 ,60.57 ,384.68 ,0.85 ,10.12 ,0.86 ,536000000000.00 ,535537.69 ,2.00 ,14100.91 ,2.03 ,3.28,718.30 ,8286.62 ,2473.41 ,3971.80 ,90.09 ,11.57 ,3.04 ,6.47 ,18.92 ,77.75 ,10,1 ,1 
Portugal,POR,1996,10063945.00 ,5210104.00 ,51.77 ,69.29 ,1.00 ,6.88 ,1.00 ,188000000000.00 ,187617.49 ,1.00 ,18680.55 ,1.00 ,3.50,369.30 ,11752.22 ,1986.84 ,3195.86 ,80.55 ,25.35 ,2.53 ,10.08 ,18.87 ,85.51 ,10,0 ,0 
Portugal,POR,1997,10108977.00 ,5299934.00 ,52.43 ,72.60 ,1.05 ,7.18 ,1.04 ,196000000000.00 ,195921.83 ,1.04 ,19388.71 ,1.04 ,4.43,370.57 ,12090.65 ,2083.49 ,3352.47 ,81.02 ,24.55 ,2.52 ,9.42 ,18.78 ,85.71 ,10,0 ,0 
Portugal,POR,1998,10160196.00 ,5393642.00 ,53.09 ,77.50 ,1.12 ,7.63 ,1.11 ,205000000000.00 ,205309.96 ,1.09 ,20176.78 ,1.08 ,4.79,377.45 ,12606.24 ,2240.07 ,3545.01 ,83.50 ,22.43 ,2.54 ,8.33 ,18.29 ,86.80 ,10,0 ,0 
Portugal,POR,1999,10217828.00 ,5491367.00 ,53.74 ,85.59 ,1.24 ,8.38 ,1.22 ,213000000000.00 ,213292.85 ,1.14 ,20845.92 ,1.12 ,3.89,401.28 ,13193.80 ,2390.49 ,3795.23 ,86.51 ,19.02 ,2.64 ,8.50 ,17.93 ,86.54 ,10,0 ,0 
Portugal,POR,2000,10289898.00 ,5597602.00 ,54.40 ,84.52 ,1.22 ,8.21 ,1.19 ,221000000000.00 ,221371.31 ,1.18 ,21477.38 ,1.15 ,3.79,381.82 ,13584.81 ,2390.10 ,3988.96 ,84.04 ,20.11 ,2.55 ,8.41 ,17.17 ,85.26 ,10,0 ,0 
Portugal,POR,2001,10362722.00 ,5704057.00 ,55.04 ,84.07 ,1.21 ,8.11 ,1.18 ,226000000000.00 ,225673.22 ,1.20 ,21808.94 ,1.17 ,1.94,372.53 ,13617.39 ,2391.23 ,4119.67 ,83.39 ,20.83 ,2.53 ,8.79 ,16.73 ,86.37 ,10,0 ,0 
Portugal,POR,2002,10419631.00 ,5800192.00 ,55.67 ,88.15 ,1.27 ,8.46 ,1.23 ,227000000000.00 ,227408.19 ,1.21 ,21785.80 ,1.17 ,0.77,387.63 ,13720.80 ,2477.49 ,4271.17 ,85.26 ,18.28 ,2.59 ,7.67 ,16.21 ,86.07 ,10,0 ,0 
Portugal,POR,2003,10458821.00 ,5886957.00 ,56.29 ,83.21 ,1.20 ,7.96 ,1.16 ,225000000000.00 ,225283.73 ,1.20 ,21512.94 ,1.15 ,-0.93,369.37 ,13631.95 ,2400.77 ,4375.73 ,81.77 ,22.09 ,2.44 ,8.34 ,15.40 ,85.81 ,10,0 ,0 
